"Title","SubTitle"
"Phase S11",""
"Parameter Name","Setting"
"Resolution:","551"
"CAL:","On, FlexCal"
"Dither: ","OFF"
"IFBW:","N/A"
"Smoothing %: ","OFF"
"Date:","Wednesday, May 24, 2017"
"Time:","1:21:56 PM"
"Model:","MS2024A"
"Serial:","847019"
"Prop.Vel:","1.000"
"Marker Data"
"Marker","Frequency(MHz)","Value"
"Limit Off"
"Point Data"
"Frequency(MHz)","Phase S11"
"50","-17.2175996298103"
"50.363637","-17.3468684829465"
"50.727273","-17.484230554152"
"51.09091","-17.6054494785722"
"51.454546","-17.7407937501288"
"51.818182","-17.870458555971"
"52.181819","-17.9928009274139"
"52.545455","-18.099208724896"
"52.909091","-18.2099610817073"
"53.272728","-18.327785849796"
"53.636364","-18.4315882441269"
"54","-18.5308305796677"
"54.363637","-18.6542571864786"
"54.727273","-18.7743315202046"
"55.09091","-18.8980520672386"
"55.454546","-19.007892787786"
"55.818182","-19.1292669061035"
"56.181819","-19.2661780945758"
"56.545455","-19.3957960745927"
"56.909091","-19.5077593012254"
"57.272728","-19.651204245011"
"57.636364","-19.7877469369918"
"58","-19.9128569290828"
"58.363637","-20.065119797167"
"58.727273","-20.1738607482032"
"59.09091","-20.3080299204639"
"59.454546","-20.4426597839709"
"59.818182","-20.5645720076107"
"60.181819","-20.7097681619947"
"60.545455","-20.8285505311481"
"60.909091","-20.9529537551263"
"61.272728","-21.1034282495514"
"61.636364","-21.2031839244501"
"62","-21.3565559584718"
"62.363637","-21.4921571816671"
"62.727273","-21.6160220134468"
"63.09091","-21.7520233399587"
"63.454546","-21.8822827117145"
"63.818182","-21.9939608619441"
"64.181819","-22.1049591997522"
"64.545455","-22.2106160555613"
"64.909091","-22.3308554946321"
"65.272728","-22.4037372593288"
"65.636364","-22.5213746805571"
"66","-22.6207488221053"
"66.363637","-22.7571624835372"
"66.727273","-22.867054688368"
"67.09091","-22.9846627083144"
"67.454546","-23.0882308919549"
"67.818182","-23.2175764792176"
"68.181819","-23.3497097879798"
"68.545455","-23.4852889210284"
"68.909091","-23.6290150950722"
"69.272728","-23.7588453505333"
"69.636364","-23.8896894392303"
"70","-24.004414132948"
"70.363637","-24.1248411395237"
"70.727273","-24.2375326194497"
"71.09091","-24.3472411583923"
"71.454546","-24.4828404691259"
"71.818182","-24.6145031986205"
"72.181819","-24.7472815576756"
"72.545455","-24.8876102882895"
"72.909091","-25.0089359174536"
"73.272728","-25.141606524877"
"73.636364","-25.2872066285097"
"74","-25.3996300094966"
"74.363637","-25.5352187550325"
"74.727273","-25.6808934462564"
"75.09091","-25.8076580648167"
"75.454546","-25.9421457876631"
"75.818182","-26.0456645052087"
"76.181819","-26.1575947694703"
"76.545455","-26.2837546326651"
"76.909091","-26.3873091167004"
"77.272728","-26.4944390806196"
"77.636364","-26.6058338663251"
"78","-26.7282306140951"
"78.363637","-26.8418796168562"
"78.727273","-26.9429036579385"
"79.09091","-27.0443116575617"
"79.454546","-27.1908531723665"
"79.818182","-27.3232704470472"
"80.181819","-27.4565152693323"
"80.545455","-27.5954047643072"
"80.909091","-27.744342623594"
"81.272728","-27.8770359690343"
"81.636364","-27.9832457324675"
"82","-28.0900587953158"
"82.363637","-28.1904571778523"
"82.727273","-28.3286198271306"
"83.09091","-28.4682154216638"
"83.454546","-28.5839197166076"
"83.818182","-28.7245070542352"
"84.181819","-28.8360442841837"
"84.545455","-28.9506659815243"
"84.909091","-29.0863948541785"
"85.272728","-29.2170021187712"
"85.636364","-29.361366422043"
"86","-29.5007213250521"
"86.363637","-29.6261511278482"
"86.727273","-29.7430457295381"
"87.09091","-29.858130315235"
"87.454546","-29.9468846643814"
"87.818182","-30.0624659326271"
"88.181819","-30.1678166297158"
"88.545455","-30.2884400368419"
"88.909091","-30.4100321403058"
"89.272728","-30.5026983984906"
"89.636364","-30.6142639168815"
"90","-30.7358030681873"
"90.363637","-30.8452847665191"
"90.727273","-30.9599441668982"
"91.09091","-31.1064555348127"
"91.454546","-31.2476216295993"
"91.818182","-31.415554652156"
"92.181819","-31.5716346126978"
"92.545455","-31.7125127568786"
"92.909091","-31.8032329482647"
"93.272728","-31.8962704487299"
"93.636364","-32.0154413764382"
"94","-32.1388642819047"
"94.363637","-32.2683483068865"
"94.727273","-32.4051572038657"
"95.09091","-32.537252936416"
"95.454546","-32.6578890762167"
"95.818182","-32.791179438022"
"96.181819","-32.9232587430106"
"96.545455","-33.0632200626855"
"96.909091","-33.1940617380178"
"97.272728","-33.348693318939"
"97.636364","-33.4766824253788"
"98","-33.6021889157749"
"98.363637","-33.7210092477692"
"98.727273","-33.8157709495559"
"99.09091","-33.9223995299656"
"99.454546","-34.0476404677701"
"99.818182","-34.1828331240627"
"100.181819","-34.2784736953041"
"100.545455","-34.3997532014758"
"100.909091","-34.4892322906693"
"101.272728","-34.5948504784541"
"101.636364","-34.7023545238778"
"102","-34.8330678970678"
"102.363637","-34.942629918345"
"102.727273","-35.0892217529252"
"103.09091","-35.2252601930282"
"103.454546","-35.3629204503477"
"103.818182","-35.4898780583623"
"104.181819","-35.5925191308414"
"104.545455","-35.6920832855637"
"104.909091","-35.8161414521826"
"105.272728","-35.9379193671323"
"105.636364","-36.0545521667358"
"106","-36.1964532429116"
"106.363637","-36.3173132553588"
"106.727273","-36.4376676573102"
"107.09091","-36.5696909606746"
"107.454546","-36.6768283551178"
"107.818182","-36.8084219570093"
"108.181819","-36.9668579102575"
"108.545455","-37.1156513684552"
"108.909091","-37.2628868789843"
"109.272728","-37.3713551517667"
